title,company,location,job_desc,date_posted,date_scrapped,salary,website,word_desc
Data Science Associate (Remote),Bayer,"Woodland, CA+12 locations","Bachelor/Master Degree students pursuing degrees in data science, statistics, applied math, computer science, engineering or other quantitative fields providing…",11 days ago,2022-05-24,881280.0,indeed,bachelor master degree student pursue degree data statistic apply math computer engineering quantitative field providing…
Seasonal Assistant - Data Analyst,Bayer,"Woodland, CA+12 locations","Create new automation solutions for business data needs.The position will assist data-driven initiatives which primarily support Ticketing, Corporate…",11 days ago,2022-05-24,881280.0,indeed,create new automation solution business data needsthe position assist data drive initiative primarily support ticket corporate…
Data Science/ML Analyst - IPSA 9,Bayer,"Woodland, CA+12 locations","Knowledge of data science, skills to develop data management tools, organize and maintain databases and operate data visualization technologies.",11 days ago,2022-05-24,881280.0,indeed,knowledge data skill develop data management tool organize maintain database operate data visualization technology
Computer / Data Science Engineer (Remote) – International Pu...,Bayer,"Woodland, CA+12 locations",Development of custom data models and algorithm on large data sets.Manage astronomy data from multiple observatories.Data model validation and optimizing.,11 days ago,2022-05-24,881280.0,indeed,development custom data model algorithm large data setsmanage astronomy data multiple observatoriesdata model validation optimize
"Assistant Director, Data Science",Bayer,"Woodland, CA+12 locations","This role requires creative problem solving and the application of data science techniques to challenging problems, particularly focused on isolating causal…",11 days ago,2022-05-24,881280.0,indeed,role require creative problem solving application data technique challenge problem particularly focus isolate causal…
"CO-OP, DATA SCIENCE",Bayer,"Woodland, CA+12 locations","Leveraging internal and external data to identify signal and generate recommendations.Using data analysis to solve problems, identify trends, and predict…",11 days ago,2022-05-24,881280.0,indeed,leverage internal external data identify signal generate recommendationsusing data analysis solve problem identify trend predict…
Manager - Data Science,Bayer,"Woodland, CA+12 locations",The Data Science team within FedEx Ground’s Financial Planning & Analysis department focuses on the following data science and machine learning applications:,11 days ago,2022-05-24,881280.0,indeed,data team within fedex ground ’ financial plan analysis department focus following data machine learning application
Junior Data Scientist - Rockefeller Neuroscience Institute,Bayer,"Woodland, CA+12 locations",Support the development of custom data models and algorithm on large data sets.This position will assist the data science team to carry out research and…,11 days ago,2022-05-24,881280.0,indeed,support development custom data model algorithm large data setsthis position assist data team carry research …
Part-Time Student-Data Analytics-Remote,Bayer,"Woodland, CA+12 locations","Identify business improvement projects through data analytics of key data streams like warranty, field & lab test, vehicle telematics, manufacturing data and…",11 days ago,2022-05-24,881280.0,indeed,identify business improvement project data analytics key data stream like warranty field lab test vehicle telematics manufacture data …
Research Engineer – Data Science,Bayer,"Woodland, CA+12 locations",Scientifically analyze data provided from tests and experiments to gather knowledge and understanding of the subject of research.,11 days ago,2022-05-24,881280.0,indeed,scientifically analyze data provide test experiment gather knowledge understanding subject research
Data Scientist,American Institutes for Research,Remote+3 locations,"Design, validate, and visualize data-driven models, including machine learning approaches, to understand social and behavioral phenomena in support of AIR’s…",5 days ago,2022-05-24,1173200.0,indeed,design validate visualize data driven model include machine learning approach understand social behavioral phenomenon support air ’ …
Data Scientist,American Institutes for Research,Remote+3 locations,"Practical experience and strong understanding of techniques in machine learning (feature engineering, supervised & unsupervised learning, optimization…",5 days ago,2022-05-24,1173200.0,indeed,practical experience strong understanding technique machine learning feature engineering supervise unsupervised learning optimization…
Data Scientist,American Institutes for Research,Remote+3 locations,"As a Data Scientist, you will be responsible for collaborating with business stakeholders, Data Scientists, and Data Engineers and solving business problems by…",5 days ago,2022-05-24,1173200.0,indeed,data scientist responsible collaborate business stakeholder data scientist data engineer solve business problem …
Data Scientist,American Institutes for Research,Remote+3 locations,"Transform formulated problems into implementation plans for experiments by applying (and creating when necessary) the appropriate methods, algorithms, and tools…",5 days ago,2022-05-24,1173200.0,indeed,transform formulate problem implementation plan experiment apply create necessary appropriate method algorithm tools…
Data Scientist (remote),American Institutes for Research,Remote+3 locations,"Working with senior data scientists, engineers as well as model risk and governance team to manage model inventory, monitor model performance, perform analysis…",5 days ago,2022-05-24,1173200.0,indeed,work senior data scientist engineer well model risk governance team manage model inventory monitor model performance perform analysis…
newUS - Data Scientist,American Institutes for Research,Remote+3 locations,They focus in applying machine learning techniques to build high quality intelligent systems integrated with our products.,5 days ago,2022-05-24,1173200.0,indeed,focus apply machine learn technique build high quality intelligent system integrate product
newAssociate Data Scientist,American Institutes for Research,Remote+3 locations,"Experience with machine learning, statistics, and the scientific method.Collaborate with data engineers and software engineers to integrate research-driven…",5 days ago,2022-05-24,1173200.0,indeed,experience machine learn statistic scientific methodcollaborate data engineer software engineer integrate research driven…
Graduate Data Scientist - Role Can be Remote,American Institutes for Research,Remote+3 locations,Build understanding of the Mars Petcare data ecosystem and analytics platforms.Develop and gather project insights.Code peer review and QA notebooks.,5 days ago,2022-05-24,1173200.0,indeed,build understanding mar petcare data ecosystem analytics platformsdevelop gather project insightscode peer review qa notebook
Data Scientist,American Institutes for Research,Remote+3 locations,"Have experience applying data analysis, machine learning, or statistical modeling to real world applications.This is a full-stack data scientist role where you…",5 days ago,2022-05-24,1173200.0,indeed,experience apply data analysis machine learning statistical modeling real world applicationsthis full stack data scientist role you…
Data Scientist (All Levels),American Institutes for Research,Remote+3 locations,"You will be responsible for defining core business logic in our data warehouse, developing insights to drive product decisions, and building data science models…",5 days ago,2022-05-24,1173200.0,indeed,responsible define core business logic data warehouse develop insight drive product decision building data models…
Data Scientist,American Institutes for Research,Remote+3 locations,"As a data scientist you would apply innovative statistical, mathematical, and machine learning techniques to bring to light the hidden drivers of our retail…",5 days ago,2022-05-24,1173200.0,indeed,data scientist would apply innovative statistical mathematical machine learn technique bring light hidden driver retail…
"Data Scientist, Spotify Advertising",American Institutes for Research,Remote+3 locations,"You have the technical competence to perform more advanced analytics:Coding skills for analytics and data extraction (SQL, Python, Pandas) Data visualization …",5 days ago,2022-05-24,1173200.0,indeed,technical competence perform advanced analyticscoding skill analytics data extraction sql python panda data visualization …
Data Scientist (Remote),American Institutes for Research,Remote+3 locations,"Communicate key insights from analyses, experiments and data products to stakeholders.Prior industry experience building online experimentation and machine…",5 days ago,2022-05-24,1173200.0,indeed,communicate key insight analysis experiment data product stakeholdersprior industry experience build online experimentation machine…
data scientist (multiple openings) - Remote,American Institutes for Research,Remote+3 locations,"Experience building complex data sets from multiple data sources, both internally and externally.Leverage predictive and inferential advanced statistical and…",5 days ago,2022-05-24,1173200.0,indeed,experience building complex data set multiple data source internally externallyleverage predictive inferential advanced statistical …
Data Scientist- Remote,American Institutes for Research,Remote+3 locations,"Analytics: Use analytical applications like R, Python, Alteryx, ArcGIS to identify trends and relationships between different pieces of data, draw appropriate…",5 days ago,2022-05-24,1173200.0,indeed,analytics use analytical application like r python alteryx arcgis identify trend relationship different piece data draw appropriate…
newRemote Data Scientist,American Institutes for Research,Remote+3 locations,"Keywords: Data Scientist, Azure, Python, SQL, R, Spark, data science, data analytics, machine learning.Experienced in working with and exploiting big data,…",5 days ago,2022-05-24,1173200.0,indeed,keywords data scientist azure python sql r spark data data analytics machine learningexperienced work exploit big data…
Staff Data Scientist,American Institutes for Research,Remote+3 locations,Meeting with customers to discuss our machine learning models and roadmap.Identifying new opportunities to leverage our data asset.,5 days ago,2022-05-24,1173200.0,indeed,meet customer discuss machine learning model roadmapidentifying new opportunity leverage data asset
Data Scientist,American Institutes for Research,Remote+3 locations,"Discover actionable insights from data sources and develop novel algorithms and models through the use of statistical, machine learning or deep learning…",5 days ago,2022-05-24,1173200.0,indeed,discover actionable insight data source develop novel algorithm model use statistical machine learning deep learning…
Data Scientist,American Institutes for Research,Remote+3 locations,Experience with automatic machine learning (AutoML) and machine learning explainability/interpretability methods.,5 days ago,2022-05-24,1173200.0,indeed,experience automatic machine learn automl machine learning explainability interpretability method
Data Scientist (Junior),BDSA,"Remote in Louisville, CO","For example, combining public weather data with proprietary sales data to identify trends and build forecasts, or using ML/AI tools to parse large datasets and…",30 days ago,2022-05-24,1508400.0000000002,indeed,example combine public weather data proprietary sale data identify trend build forecast use ml ai tool parse large datasets …
newUS - Data Scientist,BDSA,"Remote in Louisville, CO",They focus in applying machine learning techniques to build high quality intelligent systems integrated with our products.,30 days ago,2022-05-24,1508400.0000000002,indeed,focus apply machine learn technique build high quality intelligent system integrate product
Data Scientist (Remote),BDSA,"Remote in Louisville, CO","Communicate key insights from analyses, experiments and data products to stakeholders.Prior industry experience building online experimentation and machine…",30 days ago,2022-05-24,1508400.0000000002,indeed,communicate key insight analysis experiment data product stakeholdersprior industry experience build online experimentation machine…
new(Junior / Senior) Data Scientist - Sports Analytics,BDSA,"Remote in Louisville, CO",Provide guidance and technical mentorship for junior data scientists.Desire and ability to successfully mentor junior data scientists.,30 days ago,2022-05-24,1508400.0000000002,indeed,provide guidance technical mentorship junior data scientistsdesire ability successfully mentor junior data scientist
Data Scientist - (Remote),BDSA,"Remote in Louisville, CO","As a Data Scientist, you will position data science as a key competency within the enterprise and be responsible for creating value from data assets using…",30 days ago,2022-05-24,1508400.0000000002,indeed,data scientist position data key competency within enterprise responsible create value data asset using…
newRemote Data Scientist,BDSA,"Remote in Louisville, CO","Keywords: Data Scientist, Azure, Python, SQL, R, Spark, data science, data analytics, machine learning.Experienced in working with and exploiting big data,…",30 days ago,2022-05-24,1508400.0000000002,indeed,keywords data scientist azure python sql r spark data data analytics machine learningexperienced work exploit big data…
Data Scientist,BDSA,"Remote in Louisville, CO","Have experience applying data analysis, machine learning, or statistical modeling to real world applications.This is a full-stack data scientist role where you…",30 days ago,2022-05-24,1508400.0000000002,indeed,experience apply data analysis machine learning statistical modeling real world applicationsthis full stack data scientist role you…
Data Scientist,BDSA,"Remote in Louisville, CO","Performs duties related to data mining, machine learning, statistical modeling, and analytics to build algorithms that will result in massive improvements to…",30 days ago,2022-05-24,1508400.0000000002,indeed,performs duty relate data mining machine learn statistical modeling analytics build algorithm result massive improvement to…
Data Scientist,BDSA,"Remote in Louisville, CO","As a Data Scientist, you will be responsible for collaborating with business stakeholders, Data Scientists, and Data Engineers and solving business problems by…",30 days ago,2022-05-24,1508400.0000000002,indeed,data scientist responsible collaborate business stakeholder data scientist data engineer solve business problem …
Data Scientist,BDSA,"Remote in Louisville, CO","Transform formulated problems into implementation plans for experiments by applying (and creating when necessary) the appropriate methods, algorithms, and tools…",30 days ago,2022-05-24,1508400.0000000002,indeed,transform formulate problem implementation plan experiment apply create necessary appropriate method algorithm tools…
"Data Scientist, Forecasting (Open to remote work, except the...",BDSA,"Remote in Louisville, CO","You'll work in a product squad model led by a Product Manager consisting of data scientists, data analysts, engineers and visualization developers who…",30 days ago,2022-05-24,1508400.0000000002,indeed,youll work product squad model lead product manager consist data scientist data analyst engineer visualization developer who…
Data Scientist,BDSA,"Remote in Louisville, CO","Practical experience and strong understanding of techniques in machine learning (feature engineering, supervised & unsupervised learning, optimization…",30 days ago,2022-05-24,1508400.0000000002,indeed,practical experience strong understanding technique machine learning feature engineering supervise unsupervised learning optimization…
"Data Scientist, Spotify Advertising",BDSA,"Remote in Louisville, CO","You have the technical competence to perform more advanced analytics:Coding skills for analytics and data extraction (SQL, Python, Pandas) Data visualization …",30 days ago,2022-05-24,1508400.0000000002,indeed,technical competence perform advanced analyticscoding skill analytics data extraction sql python panda data visualization …
Data Scientist,BDSA,"Remote in Louisville, CO","Minimum 3 years experience as a data scientist.Build, maintain, monitor, and improve numerical model pipelines in one or multiple areas of Data Science…",30 days ago,2022-05-24,1508400.0000000002,indeed,minimum 3 year experience data scientistbuild maintain monitor improve numerical model pipeline one multiple area data …
Data Scientist,BDSA,"Remote in Louisville, CO","Conduct sophisticated analytics activities demonstrating predictive modeling, machine learning, simulation, optimization, and other techniques to deliver…",30 days ago,2022-05-24,1508400.0000000002,indeed,conduct sophisticated analytics activity demonstrate predictive modeling machine learn simulation optimization technique deliver…
newUS - Data Scientist,PRA Group,Remote,They focus in applying machine learning techniques to build high quality intelligent systems integrated with our products.We are a drug free workplace.,4 days ago,2022-05-24,1167750.0,indeed,focus apply machine learn technique build high quality intelligent system integrate productswe drug free workplace
data scientist (multiple openings) - Remote,PRA Group,Remote,"As a data scientist, you will….Experience building complex data sets from multiple data sources, both internally and externally.",4 days ago,2022-05-24,1167750.0,indeed,data scientist will…experience build complex data set multiple data source internally externally
Data Scientist,PRA Group,Remote,"Have experience applying data analysis, machine learning, or statistical modeling to real world applications.As a $2B+ company, our growing business is looking…",4 days ago,2022-05-24,1167750.0,indeed,experience apply data analysis machine learning statistical modeling real world applicationsas 2b company grow business looking…
new(Junior / Senior) Data Scientist - Sports Analytics,PRA Group,Remote,Provide guidance and technical mentorship for junior data scientists.Desire and ability to successfully mentor junior data scientists.,4 days ago,2022-05-24,1167750.0,indeed,provide guidance technical mentorship junior data scientistsdesire ability successfully mentor junior data scientist
"Data Scientist, Spotify Advertising",PRA Group,Remote,"You have the technical competence to perform more advanced analytics:Coding skills for analytics and data extraction (SQL, Python, Pandas) Data visualization …",4 days ago,2022-05-24,1167750.0,indeed,technical competence perform advanced analyticscoding skill analytics data extraction sql python panda data visualization …
Data Scientist,PRA Group,Remote,"Practical experience and strong understanding of techniques in machine learning (feature engineering, supervised & unsupervised learning, optimization…",4 days ago,2022-05-24,1167750.0,indeed,practical experience strong understanding technique machine learning feature engineering supervise unsupervised learning optimization…
Data Scientist,PRA Group,Remote,Are you passionate about uncovering meaningful patterns in data that leads to executable insights and recommendations?Are you curious by nature?,4 days ago,2022-05-24,1167750.0,indeed,passionate uncover meaningful pattern data lead executable insight recommendationsare curious nature
Data Scientist,PRA Group,Remote,This will allow business users to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.,4 days ago,2022-05-24,1167750.0,indeed,allow business user extract valuable insight highly complex data set ask right question find right answer
Data Scientist,PRA Group,Remote,"At Amplify, data scientists work as embedded members of cross-functional teams with learning scientists, psychometricians, product owners, engineers, and others…",4 days ago,2022-05-24,1167750.0,indeed,amplify data scientist work embedded member cross functional team learn scientist psychometricians product owner engineer others…
Data Scientist (Remote),PRA Group,Remote,"We are adept at tasks like modeling user preferences, inference from user and marketplace experiments, and generating insights about the health of local…",4 days ago,2022-05-24,1167750.0,indeed,adept task like model user preference inference user marketplace experiment generate insight health local…
Data Scientist,PRA Group,Remote,"Design, validate, and visualize data-driven models, including machine learning approaches, to understand social and behavioral phenomena in support of AIR’s…",4 days ago,2022-05-24,1167750.0,indeed,design validate visualize data driven model include machine learning approach understand social behavioral phenomenon support air ’ …
Data Scientist,PRA Group,Remote,"Performs duties related to data mining, machine learning, statistical modeling, and analytics to build algorithms that will result in massive improvements to…",4 days ago,2022-05-24,1167750.0,indeed,performs duty relate data mining machine learn statistical modeling analytics build algorithm result massive improvement to…
Data Scientist (Junior),PRA Group,Remote,"For example, combining public weather data with proprietary sales data to identify trends and build forecasts, or using ML/AI tools to parse large datasets and…",4 days ago,2022-05-24,1167750.0,indeed,example combine public weather data proprietary sale data identify trend build forecast use ml ai tool parse large datasets …
Data Scientist,PRA Group,Remote,"Transform formulated problems into implementation plans for experiments by applying (and creating when necessary) the appropriate methods, algorithms, and tools…",4 days ago,2022-05-24,1167750.0,indeed,transform formulate problem implementation plan experiment apply create necessary appropriate method algorithm tools…
Graduate Data Scientist - Role Can be Remote,PRA Group,Remote,Build understanding of the Mars Petcare data ecosystem and analytics platforms.Develop and gather project insights.What are we looking for?,4 days ago,2022-05-24,1167750.0,indeed,build understanding mar petcare data ecosystem analytics platformsdevelop gather project insightswhat look
Data Scientist,American Institutes for Research,Remote+3 locations,Are you passionate about uncovering meaningful patterns in data that leads to executable insights and recommendations?Are you curious by nature?,5 days ago,2022-05-24,1173200.0,indeed,passionate uncover meaningful pattern data lead executable insight recommendationsare curious nature
newUS - Data Scientist,American Institutes for Research,Remote+3 locations,They focus in applying machine learning techniques to build high quality intelligent systems integrated with our products.We are a drug free workplace.,5 days ago,2022-05-24,1173200.0,indeed,focus apply machine learn technique build high quality intelligent system integrate productswe drug free workplace
newAssociate Data Scientist,American Institutes for Research,Remote+3 locations,EAB is seeking aspiring data scientists of diverse talents and interests to help grow our industry-leading software platform's artificial intelligence and…,5 days ago,2022-05-24,1173200.0,indeed,eab seek aspire data scientist diverse talent interest help grow industry lead software platform artificial intelligence …
Data Scientist,American Institutes for Research,Remote+3 locations,"Have experience applying data analysis, machine learning, or statistical modeling to real world applications.As a $2B+ company, our growing business is looking…",5 days ago,2022-05-24,1173200.0,indeed,experience apply data analysis machine learning statistical modeling real world applicationsas 2b company grow business looking…
Graduate Data Scientist - Role Can be Remote,American Institutes for Research,Remote+3 locations,Build understanding of the Mars Petcare data ecosystem and analytics platforms.Develop and gather project insights.What are we looking for?,5 days ago,2022-05-24,1173200.0,indeed,build understanding mar petcare data ecosystem analytics platformsdevelop gather project insightswhat look
Data Scientist,American Institutes for Research,Remote+3 locations,Experience with automatic machine learning (AutoML) and machine learning explainability/interpretability methods.Travel Required: Less than 10%.,5 days ago,2022-05-24,1173200.0,indeed,experience automatic machine learn automl machine learning explainability interpretability methodstravel require less 10
Data Scientist,American Institutes for Research,Remote+3 locations,Overview: AIR is currently seeking a Data Scientist join our Data Science and Advanced Analytics (DSAA) group. DSAA employs advanced analytics methods to…,5 days ago,2022-05-24,1173200.0,indeed,overview air currently seek data scientist join data advanced analytics dsaa group dsaa employ advanced analytics method to…
Data Scientist,American Institutes for Research,Remote+3 locations,"About MarketerHire MarketerHire’s mission is to make expert marketing accessible to all. Founded in 2019, we are growing rapidly and are a leader in the…",5 days ago,2022-05-24,1173200.0,indeed,marketerhire marketerhire ’ mission make expert marketing accessible found 2019 grow rapidly leader …
Data Scientist,American Institutes for Research,Remote+3 locations,"About this Position Curate, part of FiscalNote, is seeking to hire a full-time Data Scientist. As a Data Scientist, you will be at the core of our advanced…",5 days ago,2022-05-24,1173200.0,indeed,position curate part fiscalnote seek hire full time data scientist data scientist core advanced…
Data Scientist,American Institutes for Research,Remote+3 locations,"TITLE Data Scientist LOCATION Working Remote USA REPORTS TO Manager, Data Science POSITION SUMMARY Are you curious by nature? Do you like to dive into…",5 days ago,2022-05-24,1173200.0,indeed,title data scientist location work remote usa report manager data position summary curious nature like dive into…
newUS - Data Scientist,American Institutes for Research,Remote+3 locations,"We invite you to explore a future with us at PRA Group, a diverse and growing company that has a tangible impact on the global economy. Position Summary:…",5 days ago,2022-05-24,1173200.0,indeed,invite explore future u pra group diverse grow company tangible impact global economy position summary…
newAssociate Data Scientist,American Institutes for Research,Remote+3 locations,"#LI-Remote About EAB At EAB, our mission is to make education smarter and our communities stronger. We work with more than 2,500 institutions to drive…",5 days ago,2022-05-24,1173200.0,indeed,li remote eab eab mission make education smarter community stronger work 2500 institution drive…
Data Scientist (remote),American Institutes for Research,Remote+3 locations,"Location: For Those Who Work At Home - Various, Ohio 44145 JOB BRIEF The Decision Sciences team sits within Enterprise Analytics Organization to support…",5 days ago,2022-05-24,1173200.0,indeed,location work home various ohio 44145 job brief decision sciences team sits within enterprise analytics organization support…
Data Scientist,American Institutes for Research,Remote+3 locations,"We’re a team of bright, kind individuals who are motivated by challenge and who care deeply about achieving great things. We know our individual strengths,…",5 days ago,2022-05-24,1173200.0,indeed,’ team bright kind individual motivate challenge care deeply achieve great thing know individual strengths…
Graduate Data Scientist - Role Can be Remote,American Institutes for Research,Remote+3 locations,"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International &…",5 days ago,2022-05-24,1173200.0,indeed,petcare segment consist five division pet nutrition royal canin mar veterinary health n america mar veterinary health international …
Data Scientist (All Levels),American Institutes for Research,Remote+3 locations,"Convoy is transforming the $800 billion trucking industry, where even 10 years ago, most truck drivers did not have smartphones and paper driver logs were…",5 days ago,2022-05-24,1173200.0,indeed,convoy transform 800 billion trucking industry even 10 year ago truck driver smartphones paper driver log were…
newRemote Data Scientist,American Institutes for Research,Remote+3 locations,Piper Companies is seeking a Remote Data Scientist for a rapidly growing company. The ideal candidate for the Remote Data Scientist will work in a team…,5 days ago,2022-05-24,1173200.0,indeed,piper company seek remote data scientist rapidly grow company ideal candidate remote data scientist work team…
Staff Data Scientist,American Institutes for Research,Remote+3 locations,"In the minute it takes you to read this job description, Bluecore has launched over 100,000 individually personalized marketing campaigns for our retail e…",5 days ago,2022-05-24,1173200.0,indeed,minute take read job description bluecore launch 100000 individually personalized marketing campaign retail e…
Data Scientist,American Institutes for Research,Remote+3 locations,"At SpartanNash, we deliver the ingredients for a better life through customer-focused innovation. We do this for our supply chain customers and U.S. military…",5 days ago,2022-05-24,1173200.0,indeed,spartannash deliver ingredient good life customer focus innovation supply chain customer u military…
Data Scientist,American Institutes for Research,Remote+3 locations,*What You’ll Be Doing* * Work with stakeholders to identify opportunities for leveraging company dataset to drive business solutions including new product…,5 days ago,2022-05-24,1173200.0,indeed,’ work stakeholder identify opportunity leverage company dataset drive business solution include new product…
Data Scientist,American Institutes for Research,Remote+3 locations,Travel Required: Less than 10% Requisition Type: Regular We are GDIT. We take pride in providing our clients with the data they need to make important…,5 days ago,2022-05-24,1173200.0,indeed,travel require less 10 requisition type regular gdit take pride provide client data need make important…
newUS - Data Scientist,PRA Group,Remote,They focus in applying machine learning techniques to build high quality intelligent systems integrated with our products.,4 days ago,2022-05-24,1167750.0,indeed,focus apply machine learn technique build high quality intelligent system integrate product
data scientist (multiple openings) - Remote,PRA Group,Remote,"Experience building complex data sets from multiple data sources, both internally and externally.Leverage predictive and inferential advanced statistical and…",4 days ago,2022-05-24,1167750.0,indeed,experience building complex data set multiple data source internally externallyleverage predictive inferential advanced statistical …
Data Scientist,PRA Group,Remote,"Have experience applying data analysis, machine learning, or statistical modeling to real world applications.This is a full-stack data scientist role where you…",4 days ago,2022-05-24,1167750.0,indeed,experience apply data analysis machine learning statistical modeling real world applicationsthis full stack data scientist role you…
Data Scientist,PRA Group,Remote,"As a Data Scientist, you will be responsible for collaborating with business stakeholders, Data Scientists, and Data Engineers and solving business problems by…",4 days ago,2022-05-24,1167750.0,indeed,data scientist responsible collaborate business stakeholder data scientist data engineer solve business problem …
Data Scientist (Remote),PRA Group,Remote,"Communicate key insights from analyses, experiments and data products to stakeholders.Prior industry experience building online experimentation and machine…",4 days ago,2022-05-24,1167750.0,indeed,communicate key insight analysis experiment data product stakeholdersprior industry experience build online experimentation machine…
Graduate Data Scientist - Role Can be Remote,PRA Group,Remote,Build understanding of the Mars Petcare data ecosystem and analytics platforms.Develop and gather project insights.Code peer review and QA notebooks.,4 days ago,2022-05-24,1167750.0,indeed,build understanding mar petcare data ecosystem analytics platformsdevelop gather project insightscode peer review qa notebook
data scientist (multiple openings) - Remote,Starbucks,"Remote in Seattle, WA+2 locations","Experience building complex data sets from multiple data sources, both internally and externally.Leverage predictive and inferential advanced statistical and…",30 days ago,2022-05-24,1167750.0,indeed,experience building complex data set multiple data source internally externallyleverage predictive inferential advanced statistical …
newUS - Data Scientist,Starbucks,"Remote in Seattle, WA+2 locations",They focus in applying machine learning techniques to build high quality intelligent systems integrated with our products.,30 days ago,2022-05-24,1167750.0,indeed,focus apply machine learn technique build high quality intelligent system integrate product
"Data Scientist, Spotify Advertising",Starbucks,"Remote in Seattle, WA+2 locations","You have the technical competence to perform more advanced analytics:Coding skills for analytics and data extraction (SQL, Python, Pandas) Data visualization …",30 days ago,2022-05-24,1167750.0,indeed,technical competence perform advanced analyticscoding skill analytics data extraction sql python panda data visualization …
Data Scientist,Starbucks,"Remote in Seattle, WA+2 locations","Have experience applying data analysis, machine learning, or statistical modeling to real world applications.This is a full-stack data scientist role where you…",30 days ago,2022-05-24,1167750.0,indeed,experience apply data analysis machine learning statistical modeling real world applicationsthis full stack data scientist role you…
new(Junior / Senior) Data Scientist - Sports Analytics,Starbucks,"Remote in Seattle, WA+2 locations",Provide guidance and technical mentorship for junior data scientists.Desire and ability to successfully mentor junior data scientists.,30 days ago,2022-05-24,1167750.0,indeed,provide guidance technical mentorship junior data scientistsdesire ability successfully mentor junior data scientist
Data Scientist (Remote),Starbucks,"Remote in Seattle, WA+2 locations","Communicate key insights from analyses, experiments and data products to stakeholders.Prior industry experience building online experimentation and machine…",30 days ago,2022-05-24,1167750.0,indeed,communicate key insight analysis experiment data product stakeholdersprior industry experience build online experimentation machine…
Data Scientist,Starbucks,"Remote in Seattle, WA+2 locations","At Amplify, data scientists work as embedded members of cross-functional teams with learning scientists, psychometricians, product owners, engineers, and others…",30 days ago,2022-05-24,1167750.0,indeed,amplify data scientist work embedded member cross functional team learn scientist psychometricians product owner engineer others…
Data Scientist (Junior),Starbucks,"Remote in Seattle, WA+2 locations","For example, combining public weather data with proprietary sales data to identify trends and build forecasts, or using ML/AI tools to parse large datasets and…",30 days ago,2022-05-24,1167750.0,indeed,example combine public weather data proprietary sale data identify trend build forecast use ml ai tool parse large datasets …
Data Scientist,Starbucks,"Remote in Seattle, WA+2 locations","As a Data Scientist, you will be responsible for collaborating with business stakeholders, Data Scientists, and Data Engineers and solving business problems by…",30 days ago,2022-05-24,1167750.0,indeed,data scientist responsible collaborate business stakeholder data scientist data engineer solve business problem …
Data Scientist,Starbucks,"Remote in Seattle, WA+2 locations",This will allow business users to extract valuable insights from highly complex data sets to ask the right questions and find the right answers.,30 days ago,2022-05-24,1167750.0,indeed,allow business user extract valuable insight highly complex data set ask right question find right answer
Graduate Data Scientist - Role Can be Remote,Starbucks,"Remote in Seattle, WA+2 locations",Build understanding of the Mars Petcare data ecosystem and analytics platforms.Develop and gather project insights.Code peer review and QA notebooks.,30 days ago,2022-05-24,1167750.0,indeed,build understanding mar petcare data ecosystem analytics platformsdevelop gather project insightscode peer review qa notebook
Data Scientist,Starbucks,"Remote in Seattle, WA+2 locations","Performs duties related to data mining, machine learning, statistical modeling, and analytics to build algorithms that will result in massive improvements to…",30 days ago,2022-05-24,1167750.0,indeed,performs duty relate data mining machine learn statistical modeling analytics build algorithm result massive improvement to…
Data Scientist,Starbucks,"Remote in Seattle, WA+2 locations","Practical experience and strong understanding of techniques in machine learning (feature engineering, supervised & unsupervised learning, optimization…",30 days ago,2022-05-24,1167750.0,indeed,practical experience strong understanding technique machine learning feature engineering supervise unsupervised learning optimization…
Data Scientist,Starbucks,"Remote in Seattle, WA+2 locations","Design, validate, and visualize data-driven models, including machine learning approaches, to understand social and behavioral phenomena in support of AIR’s…",30 days ago,2022-05-24,1167750.0,indeed,design validate visualize data driven model include machine learning approach understand social behavioral phenomenon support air ’ …
Data Scientist,Starbucks,"Remote in Seattle, WA+2 locations",O At least 1year of relevant industry experience in software engineering or machine learning and data science.O Patenting the innovative solutions.,30 days ago,2022-05-24,1167750.0,indeed,least 1year relevant industry experience software engineering machine learning data scienceo patent innovative solution
newUS - Data Scientist,PRA Group,Remote,"We invite you to explore a future with us at PRA Group, a diverse and growing company that has a tangible impact on the global economy. Position Summary:…",4 days ago,2022-05-24,1167750.0,indeed,invite explore future u pra group diverse grow company tangible impact global economy position summary…
data scientist (multiple openings) - Remote,PRA Group,Remote,"Job Posting : Mar 14, 2022 Job Posting End Date : Ongoing Location : US-WA-Seattle-Starbucks Support Center Is this role eligible for remote or hybrid work? :…",4 days ago,2022-05-24,1167750.0,indeed,job post mar 14 2022 job post end date ongoing location u wa seattle starbucks support center role eligible remote hybrid work …
Data Scientist,PRA Group,Remote,"We’re a team of bright, kind individuals who are motivated by challenge and who care deeply about achieving great things. We know our individual strengths,…",4 days ago,2022-05-24,1167750.0,indeed,’ team bright kind individual motivate challenge care deeply achieve great thing know individual strengths…
new(Junior / Senior) Data Scientist - Sports Analytics,PRA Group,Remote,"We are seeking data scientists with a passion for sports to implement, automate, and optimize the quantitative models that power our world-class sports…",4 days ago,2022-05-24,1167750.0,indeed,seek data scientist passion sport implement automate optimize quantitative model power world class sports…
